,finish,club_name,age,sex,year,og_name,squad,tie,club_short,club_id,club_zone,loc,state
5597,39,OREGON EMPIRE WATER POLO ACADEMY,18,Girls,2019,OREGON EMPIRE WATER POLO ACADEMY,A,0.0,OREGON EMPIRE,25931,Pacific Northwest & Hawaii Zone,"3545 Ne 17th St, Gresham, OR 97030",OR
5598,40,LAMORINDA TEAM,10,Mixed,2019,LAMORINDA - GOLD TEAM,A,0.0,LAMORINDA,1309,Pacific Zone,"1200 Pleasant Hill Road, Lafayette, CA 94549",CA
5599,40,RAIN CITY,14,Girls,2019,RAIN CITY,A,0.0,RAIN CITY,20070,Pacific Northwest & Hawaii Zone,"8700 Southeast 71st Street, Mercer Island, WA 98040",WA
5600,40,PRAETORIAN WATER POLO,16,Girls,2019,PRAETORIAN WATER POLO,A,0.0,PRAETORIAN,21194,Central California Zone,"5550 N First Ave, Fresno, CA 93710",CA
5601,40,MOUNTAIN PREMIER WATER POLO,18,Girls,2019,MOUNTAIN PREMIER WATER POLO,A,0.0,MOUNTAIN PREMIER,34474,Mountain Zone,"2465 W Kilby Rd, Park City, UT 84098",UT
5602,41,CDM AQUATICS,10,Mixed,2019,CDM AQUATICS GIRLS,A,0.0,CDM,26,Southern Pacific Zone,"2101 East Bluff Dr, Newport Beach, CA 92660",CA
5603,41,OLYMPUS AQUATICS,14,Girls,2019,OLYMPUS AQUATICS,A,0.0,OLYMPUS,21411,Mountain Zone,"4035 S 2300 E, Salt Lake City, UT 84123",UT
5604,41,CORONADO AQUATICS,16,Girls,2019,CORONADO AQUATICS,A,0.0,CORONADO,86,Pacific Southwest Zone,"818 Sixth Street650 D Avenue611 Adella Lane, Coronado, CA 92118",CA
5605,41,CFWPC,18,Girls,2019,CFWPC,A,0.0,CFWPC,20910,Southwest Zone,"11355 B Falcon Road, Houston, TX 77065",TX
5606,42,TEAM VEGAS WATER POLO,10,Mixed,2019,TEAM VEGAS WATER POLO,A,0.0,VEGAS,71,Mountain Zone,"310 South Racetrack Road, Henderson, NV 89015",NV
5607,42,DAVIS WATER POLO,14,Girls,2019,DAVIS WATER POLO,A,0.0,DAVIS,79,Central California Zone,"One Shields Avenue, Davis, CA 95616",CA
5608,42,NORTHERN CALIFORNIA AQUATICS,16,Girls,2019,NORTHERN CALIFORNIA AQUATICS,A,0.0,NORCAL - NORTHERN CALIFORNIA,23991,Pacific Zone,"201 Almond Ave, Los Altos, CA 94022",CA
5609,42,BIG VALLEY,18,Girls,2019,BIG VALLEY,A,0.0,UNIVERSITY PACIFIC,29,Central California Zone,"5648 North El Dorado Street, Stockton, CA 95207",CA
5610,43,AMERICAN RIVER WATER POLO,10,Mixed,2019,AMERICAN RIVER WATER POLO,A,0.0,AMERICAN RIVER,85,Central California Zone,"4540 American River Dr, Sacramento, CA 95864",CA
5611,43,TULARE WATER POLO CLUB,14,Girls,2019,TULARE WATER POLO CLUB,A,0.0,TULARE,33602,Central California Zone,"755 E Tulare Ave, Tulare, CA 93274",CA
5612,43,BIG VALLEY,16,Girls,2019,BIG VALLEY A,A,0.0,UNIVERSITY PACIFIC,29,Central California Zone,"5648 North El Dorado Street, Stockton, CA 95207",CA
5613,43,SACRAMENTO WATER POLO,18,Girls,2019,SACRAMENTO WATER POLO,A,0.0,SACRAMENTO,630,Central California Zone,"5000 Rocklin Road, Rocklin, CA 95677",CA
5614,44,SAN DIEGO SHORES,10,Mixed,2019,SAN DIEGO SHORES B,B,0.0,SAN DIEGO SHORES,1156,Pacific Southwest Zone,"7607 La Jolla Blvd, La Jolla, CA 92115",CA
5615,44,ROYAL 559,14,Girls,2019,ROYAL 559 B,B,0.0,ROYAL 559,30218,Central California Zone,"1070 E Teague, Fresno, CA 93611",CA
5616,44,THIRD COAST AQUATICS,16,Girls,2019,THIRD COAST AQUATICS,A,0.0,THIRD COAST,30355,Midwest Zone,"17001 Ferris St, Grand Haven, MI 49417",MI
5617,44,THUNDER,18,Girls,2019,THUNDER BLACK,A,0.0,NORTH TEXAS THUNDER,21327,Southwest Zone,"1501 W Southlake Blvd, Southlake, TX 76092",TX
5618,45,DIABLO ALLIANCE,10,Mixed,2019,DIABLO ALLIANCE GIRLS,A,0.0,DIABLO ALLIANCE,1299,Pacific Zone,"1200 Pleasant Hill Road, Lafayette, CA 94549",CA
5619,45,VIPER PIGEON,14,Girls,2019,VIPER PIGEON GREEN,A,0.0,WEST HOUSTON,18461,Southwest Zone,"1011 Horace Mann, Rosenberg, TX 77471",TX
5620,45,MOUNTAIN PREMIER WATER POLO,16,Girls,2019,MOUNTAIN PREMIER WATER POLO,A,0.0,MOUNTAIN PREMIER,34474,Mountain Zone,"2465 W Kilby Rd, Park City, UT 84098",UT
5621,45,SAN DIEGO SHORES,18,Girls,2019,SAN DIEGO SHORES B,B,0.0,SAN DIEGO SHORES,1156,Pacific Southwest Zone,"7607 La Jolla Blvd, La Jolla, CA 92115",CA
5622,46,VIPER PIGEON,10,Mixed,2019,VIPER PIGEON GREEN,A,0.0,WEST HOUSTON,18461,Southwest Zone,"1011 Horace Mann, Rosenberg, TX 77471",TX
5623,46,AMERICAN RIVER WATER POLO,14,Girls,2019,AMERICAN RIVER WATER POLO,A,0.0,AMERICAN RIVER,85,Central California Zone,"4540 American River Dr, Sacramento, CA 95864",CA
5624,46,SOAC UCLS WATER POLO,16,Girls,2019,SOAC - UCLS WATER POLO A,A,0.0,SOAC - UCLS,26154,Pacific Zone,"33901 Syracuse Ave, Union City, CA 94587",CA
5625,46,MOOSE WATER POLO,18,Girls,2019,MOOSE WATER POLO ORANGE (A),A,0.0,MOOSE,19529,Midwest Zone,"100 Viking Way, Cincinnati, OH 45246",OH
5626,47,TPC SHARKS WATER POLO CLUB,10,Mixed,2019,TPC SHARKS WATER POLO CLUB,A,0.0,TPC,19775,Pacific Zone,"1600 Mar West Street, Tiburon, CA 94920",CA
5627,47,BIG VALLEY,14,Girls,2019,BIG VALLEY B,B,0.0,UNIVERSITY PACIFIC,29,Central California Zone,"5648 North El Dorado Street, Stockton, CA 95207",CA
5628,47,NIPC,16,Girls,2019,NIPC,A,0.0,NIPC,1234,Midwest Zone,"1 Stevenson Drive, Lincolashire, IL 60069",IL
5629,47,VIPER PIGEONS,18,Girls,2019,VIPER PIGEONS GREEN,A,0.0,WEST HOUSTON,18461,Southwest Zone,"1011 Horace Mann, Rosenberg, TX 77471",TX
5630,48,TROJAN WATER POLO,10,Mixed,2019,TROJAN WATER POLO GOLD (B),B,0.0,TROJAN CA,87,Coastal California Zone,"W 34th St1026 West 34th St, Los Angeles, CA 90089",CA
5631,48,PRAETORIAN WATER POLO,14,Girls,2019,PRAETORIAN WATER POLO,A,0.0,PRAETORIAN,21194,Central California Zone,"5550 N First Ave, Fresno, CA 93710",CA
5632,48,BEND WAVES WATER POLO,16,Girls,2019,BEND WAVES WATER POLO,A,0.0,BEND WAVES,20224,Pacific Northwest & Hawaii Zone,"800 Ne 6th Street, Bend, OR 97701",OR
5633,48,NIPC,18,Girls,2019,NIPC,A,0.0,NIPC,1234,Midwest Zone,"1 Stevenson Drive, Lincolashire, IL 60069",IL
5634,49,RANCHO TSUNAMI,10,Mixed,2019,RANCHO TSUNAMI B,B,0.0,RANCHO TSUNAMI,31438,Southern Pacific Zone,"8880 Baseline Road, Alta Loma, CA 91701",CA
5635,49,NEWPORT BEACH WATER POLO INC,14,Girls,2019,"NEWPORT BEACH WATER POLO, INC.",A,0.0,NEWPORT BEACH,20606,Southern Pacific Zone,"600 Irvine Ave, Newport Beach, CA 92663",CA
5636,49,PV WATER POLO,16,Girls,2019,P.V. WATER POLO,A,0.0,PV,17088,Coastal California Zone,"600 Cloyden Road, Palos Verdes Estates, CA 90274",CA
5637,49,FOOTHILL,18,Girls,2019,FOOTHILL RED (A),A,0.0,FOOTHILL,16519,Coastal California Zone,"575 N Amherst Ave, Claremont, CA 91711",CA
5638,50,BIG VALLEY,10,Mixed,2019,BIG VALLEY,A,0.0,UNIVERSITY PACIFIC,29,Central California Zone,"5648 North El Dorado Street, Stockton, CA 95207",CA
5639,50,SET,14,Girls,2019,SET PINK (B),B,0.0,SADDLEBACK EL TORO SET,18,Southern Pacific Zone,"25255 Toledo Way, Lake Forest, CA 92630",CA
5640,50,SOUTH COAST,16,Girls,2019,SOUTH COAST WHITE (B),B,0.0,SOUTH COAST,35,Coastal California Zone,"60 W Olson Rd3400thousand Oaks, C, Thousand Oaks, CA 91360",CA
5641,50,RIVERSIDE WATER POLO,18,Girls,2019,RIVERSIDE WATER POLO,A,0.0,RIVERSIDE,241,Southern Pacific Zone,"4800 Magnolia Ave, Riverside, CA 92506",CA
5642,51,LAMORINDA TEAM,10,Mixed,2019,LAMORINDA GIRLS - GOLD TEAM,A,0.0,LAMORINDA,1309,Pacific Zone,"1200 Pleasant Hill Road, Lafayette, CA 94549",CA
5643,51,LAGUNA BEACH WATER POLO,14,Girls,2019,LAGUNA BEACH WATER POLO,A,0.0,LAGUNA BEACH,717,Southern Pacific Zone,"625 Park Ave, Laguna Beach, CA 92651",CA
5644,51,PRIDE WATER POLO ACADEMY,16,Girls,2019,PRIDE WATER POLO ACADEMY,A,0.0,PRIDE,25981,Coastal California Zone,"31749 La Tienda Road, Westlake Village, CA 91362",CA
5645,51,CDM AQUATICS,18,Girls,2019,CDM AQUATICS BLUE (A),A,0.0,CDM,26,Southern Pacific Zone,"2101 East Bluff Dr, Newport Beach, CA 92660",CA
5646,52,SOCAL,14,Girls,2019,SOCAL GOLD (B),B,0.0,SOCAL,51,Southern Pacific Zone,"1925 Dodge Ave, Santa Ana, CA 92705",CA
5647,52,WESTSIDE AQUATICS,16,Girls,2019,WESTSIDE AQUATICS A,A,0.0,WESTSIDE,19491,Coastal California Zone,"15777 Bowdoin St, Pacific Palisades, CA 90272",CA
5648,52,SS BRUIN,18,Girls,2019,S&S BRUIN A,A,0.0,BRUIN,1098,Coastal California Zone,"111 Easton Dr, Los Angeles, CA 90095",CA
5649,53,SC TRITONS,14,Girls,2019,SC TRITONS,A,0.0,SC TRITONS,21154,Southern Pacific Zone,"700 Ave Pico, San Clemente, CA 92673",CA
5650,53,COSTA MESA AQUATICS,16,Girls,2019,COSTA MESA AQUATICS,A,0.0,COSTA MESA,7,Southern Pacific Zone,"2650 Fairview Rd, Costa Mesa, CA 92626",CA
5651,53,ROSE BOWL,18,Girls,2019,ROSE BOWL BLACK (B),B,0.0,ROSE BOWL,341,Coastal California Zone,"360 N Arroyo Boulevard, Pasadena, CA 91103",CA
5652,54,HUNTINGTON BEACH,14,Girls,2019,HUNTINGTON BEACH ORANGE (A),A,0.0,HUNTINGTON BEACH,168,Southern Pacific Zone,"1905 Main Street, Huntington Beach, CA 92648",CA
5653,54,SOCAL,16,Girls,2019,SOCAL GOLD (B),B,0.0,SOCAL,51,Southern Pacific Zone,"1925 Dodge Ave, Santa Ana, CA 92705",CA
5654,54,SAN JOSEALMADEN WATER POLO,18,Girls,2019,SAN JOSE/ALMADEN WATER POLO,A,0.0,SAN JOSE/ALMADEN,1224,Pacific Zone,"6677 Camden Ave, San Jose, CA 95120",CA
5655,55,OHANA WATER POLO ACADEMY,14,Girls,2019,OHANA WATER POLO ACADEMY,A,0.0,OHANA,33664,Southern Pacific Zone,"Lexington Dr, Los Alamitos, CA 90720",CA
5656,55,PACIFIC VALLEY PREMIER WATER POLO CLUB,16,Girls,2019,PACIFIC VALLEY PREMIER WATER POLO CLUB A,A,0.0,PACIFIC VALLEY PREMIER,34095,Pacific Zone,"1855 Lucretia Ave, San Jose, CA 95122",CA
5657,55,PV WATER POLO,18,Girls,2019,P.V. WATER POLO,A,0.0,PV,17088,Coastal California Zone,"600 Cloyden Road, Palos Verdes Estates, CA 90274",CA
5658,56,SANTA BARBARA 805,14,Girls,2019,SANTA BARBARA 805 B,B,0.0,SANTA BARBARA 805,26251,Coastal California Zone,"7266 Alameda Ave, Goleta, CA 93117",CA
5659,56,SET,16,Girls,2019,SET PINK (B),B,0.0,SADDLEBACK EL TORO SET,18,Southern Pacific Zone,"25255 Toledo Way, Lake Forest, CA 92630",CA
5660,56,PRIDE WATER POLO ACADEMY,18,Girls,2019,PRIDE WATER POLO ACADEMY,A,0.0,PRIDE,25981,Coastal California Zone,"31749 La Tienda Road, Westlake Village, CA 91362",CA
5661,57,ALLIANCE,14,Girls,2019,ALLIANCE,A,0.0,CAPISTRANO VALLEY ALLIANCE,1854,Southern Pacific Zone,"26301 Via Escolar, Mission Viejo, CA 92692",CA
5662,57,VANGUARD,16,Girls,2019,VANGUARD BLUE (A),A,0.0,VANGUARD,17185,Southern Pacific Zone,"2301 W Mac, Santa Ana, CA 92704",CA
5663,57,SOCAL,18,Girls,2019,SOCAL GOLD (B),B,0.0,SOCAL,51,Southern Pacific Zone,"1925 Dodge Ave, Santa Ana, CA 92705",CA
5664,58,NORTHERN CALIFORNIA AQUATICS,14,Girls,2019,NORTHERN CALIFORNIA AQUATICS,A,0.0,NORCAL - NORTHERN CALIFORNIA,23991,Pacific Zone,"201 Almond Ave, Los Altos, CA 94022",CA
5665,58,SACRAMENTO WATER POLO,16,Girls,2019,SACRAMENTO WATER POLO,A,0.0,SACRAMENTO,630,Central California Zone,"5000 Rocklin Road, Rocklin, CA 95677",CA
5666,58,CORONADO AQUATICS,18,Girls,2019,CORONADO AQUATICS,A,0.0,CORONADO,86,Pacific Southwest Zone,"818 Sixth Street650 D Avenue611 Adella Lane, Coronado, CA 92118",CA
5667,59,DIABLO ALLIANCE,14,Girls,2019,DIABLO ALLIANCE BLACK (B),B,0.0,DIABLO ALLIANCE,1299,Pacific Zone,"1200 Pleasant Hill Road, Lafayette, CA 94549",CA
5668,59,SANTA BARBARA 805,16,Girls,2019,SANTA BARBARA 805 B,B,0.0,SANTA BARBARA 805,26251,Coastal California Zone,"7266 Alameda Ave, Goleta, CA 93117",CA
5669,59,SET,18,Girls,2019,SET PINK (C),C,0.0,SADDLEBACK EL TORO SET,18,Southern Pacific Zone,"25255 Toledo Way, Lake Forest, CA 92630",CA
5670,60,FOOTHILL,14,Girls,2019,FOOTHILL BLACK (B),B,0.0,FOOTHILL,16519,Coastal California Zone,"575 N Amherst Ave, Claremont, CA 91711",CA
5671,60,680,16,Girls,2019,680 BLUE B,B,0.0,680,37,Pacific Zone,"1460 S Main St, Walnut Creek, CA 94596",CA
5672,60,MAYFIELD 650 WATER POLO CLUB,18,Girls,2019,MAYFIELD 650 WATER POLO CLUB,A,0.0,MAYFIELD 650,33559,Pacific Zone,"50 Valparaiso, Atherton, CA 94027",CA
5673,61,SANTA CRUZ WAXEM,14,Girls,2019,SANTA CRUZ WAXEM B,B,0.0,SANTA CRUZ WAXEM,30099,Pacific Zone,"6500 Soquel Drive, Aptos, CA 95003",CA
5674,61,LAMORINDA TEAM,16,Girls,2019,LAMORINDA - GOLD TEAM,A,0.0,LAMORINDA,1309,Pacific Zone,"1200 Pleasant Hill Road, Lafayette, CA 94549",CA
5675,61,NORTH SAN DIEGO STARS,18,Girls,2019,NORTH SAN DIEGO STARS,A,0.0,NORTH SAN DIEGO STARS,1371,Pacific Southwest Zone,"101 Wave Drive, Vista, CA 92083",CA
5676,62,SAN DIEGO SHORES,14,Girls,2019,SAN DIEGO SHORES B,B,0.0,SAN DIEGO SHORES,1156,Pacific Southwest Zone,"7607 La Jolla Blvd, La Jolla, CA 92115",CA
5677,62,PACIFIC POLO,16,Girls,2019,PACIFIC POLO,A,0.0,PACIFIC,1285,Pacific Southwest Zone,"13500 Camino Del Sur, San Diego, CA 92129",CA
5678,62,KEARNS,18,Girls,2019,KEARNS,A,0.0,KEARNS,635,Mountain Zone,"5624 S 4800 W, Kearns, UT 84118",UT
5679,63,RIVERSIDE WATER POLO,14,Girls,2019,RIVERSIDE WATER POLO B,B,0.0,RIVERSIDE,241,Southern Pacific Zone,"4800 Magnolia Ave, Riverside, CA 92506",CA
5680,63,CHAWP,16,Girls,2019,CHAWP BLUE (B),B,0.0,CHAWP,1281,Southern Pacific Zone,"2605 Temescal Ave, Norco, CA 92860",CA
5681,63,CENTRAL PA EAGLES,18,Girls,2019,CENTRAL PA EAGLES,A,0.0,CENTRAL PA EAGLES,31231,Northeast Zone,"Carlisle Pike, Mechanicsburg, PA 17050",PA
5682,64,STANFORD,14,Girls,2019,STANFORD B,B,0.0,STANFORD,570,Pacific Zone,"Avery Aquatic Center, Stanford, CA 94305",CA
5683,64,STANFORD,16,Girls,2019,STANFORD B,B,0.0,STANFORD,570,Pacific Zone,"Avery Aquatic Center, Stanford, CA 94305",CA
5684,64,ALLIANCE,18,Girls,2019,ALLIANCE,A,0.0,CAPISTRANO VALLEY ALLIANCE,1854,Southern Pacific Zone,"26301 Via Escolar, Mission Viejo, CA 92692",CA
5685,65,SEASIDE WATER POLO,14,Girls,2019,SEASIDE WATER POLO,A,0.0,SEASIDE,34145,Pacific Southwest Zone,"3401 Monroe Street, Carlsbad, CA 92008",CA
5686,65,ROSE BOWL,16,Girls,2019,ROSE BOWL BLACK (B),B,0.0,ROSE BOWL,341,Coastal California Zone,"360 N Arroyo Boulevard, Pasadena, CA 91103",CA
5687,65,ORCUTT POLO ASSOCIATION,18,Girls,2019,ORCUTT POLO ASSOCIATION,A,0.0,ORCUTT ASSOCIATION/ONE WAY,48,Central California Zone,"941 E Foster Rd, Santa Maria, CA 93455",CA
5688,66,ROSE BOWL,14,Girls,2019,ROSE BOWL BLACK (B),B,0.0,ROSE BOWL,341,Coastal California Zone,"360 N Arroyo Boulevard, Pasadena, CA 91103",CA
5689,66,241 WPC,16,Girls,2019,241 WPC,A,0.0,241,25909,Southern Pacific Zone,"1 Tesoro Creek Road, Las Flores, CA 92688",CA
5690,66,SOUTH COAST,18,Girls,2019,SOUTH COAST,A,0.0,SOUTH COAST,35,Coastal California Zone,"60 W Olson Rd3400thousand Oaks, C, Thousand Oaks, CA 91360",CA
5691,67,SHORE AQUATICS,14,Girls,2019,SHORE AQUATICS RED (A),A,0.0,SHORE,892,Coastal California Zone,"1250 Bellflower Blvd, Long Beach, CA 90840",CA
5692,67,CALIFORNIA REPUBLIC SC,16,Girls,2019,CALIFORNIA REPUBLIC SC,A,0.0,CALIFORNIA REPUBLIC SC,26152,Central California Zone,"4700 College Oak Dr, Sacramento, CA 95841",CA
5693,67,ORANGECOUNTY RIPTIDE,18,Girls,2019,ORANGE COUNTY RIPTIDE,A,0.0,ORANGE COUNTY,17818,Southern Pacific Zone,"33333 Golden Lantern, Dana Point, CA 92629",CA
5694,68,SHAQ,14,Girls,2019,SHAQ,A,0.0,SLEEPY HOLLOW,18329,Pacific Zone,"1327 Sir Francis Drake Blvd, San Anselmo, CA 94960",CA
5695,68,LAMORINDA BRENTWOOD,16,Girls,2019,LAMORINDA - BRENTWOOD,A,0.0,LAMORINDA BRENTWOOD,0,Central California Zone,"101 American Ave, Brentwood, CA 94513",CA
5696,68,NEW TRIER AQUATICS,18,Girls,2019,NEW TRIER AQUATICS,A,0.0,NEW TRIER,33671,Midwest Zone,"385 Winnetka St, Winnetka, IL 60093",IL
5697,69,PV WATER POLO,14,Girls,2019,P.V. WATER POLO,A,0.0,PV,17088,Coastal California Zone,"600 Cloyden Road, Palos Verdes Estates, CA 90274",CA
5698,69,SEASIDE WATER POLO ROYAL,16,Girls,2019,SEASIDE WATER POLO ROYAL B,B,0.0,SEASIDE ROYAL,,,,
5699,69,NORTH PENN,18,Girls,2019,NORTH PENN,A,0.0,NORTH PENN,595,Northeast Zone,"1340 Valley Forge, Lansdale, PA 19446",PA
5700,70,LAMORINDA BRENTWOOD,14,Girls,2019,LAMORINDA - BRENTWOOD,A,0.0,LAMORINDA BRENTWOOD,0,Central California Zone,"101 American Ave, Brentwood, CA 94513",CA
5701,70,MONTEREY BAY UNITED WATER POLO,16,Girls,2019,MONTEREY BAY UNITED WATER POLO,A,0.0,MONTEREY BAY UNITED,34089,Pacific Zone,"1500 Mark Thomas Drive, Monterey, CA 93940",CA
5702,70,PACIFIC VALLEY PREMIER WATER POLO CLUB,18,Girls,2019,PACIFIC VALLEY PREMIER WATER POLO CLUB,A,0.0,PACIFIC VALLEY PREMIER,34095,Pacific Zone,"1855 Lucretia Ave, San Jose, CA 95122",CA
5703,71,TROJAN WATER POLO,14,Girls,2019,TROJAN WATER POLO,A,0.0,TROJAN CA,87,Coastal California Zone,"W 34th St1026 West 34th St, Los Angeles, CA 90089",CA
5704,71,SAN DIEGO SHORES,16,Girls,2019,SAN DIEGO SHORES C,C,0.0,SAN DIEGO SHORES,1156,Pacific Southwest Zone,"7607 La Jolla Blvd, La Jolla, CA 92115",CA
5705,71,MODESTOSTANISLAUS WATER POLO,18,Girls,2019,MODESTO/STANISLAUS WATER POLO BLACK (D),D,0.0,MODESTO/STANISLAUS,176,Central California Zone,"641 Norsemen Dr, Modesto, CA 95357",CA
5706,72,SOUTHSIDE WATER POLO CLUB HONEY BADGERS,14,Girls,2019,SOUTHSIDE WATER POLO CLUB HONEY BADGERS,A,0.0,SOUTHSIDE HONEY BADGERS,31547,Southwest Zone,"4141 Bailey Road, Pearland, TX 77584",TX
5707,72,PUGET SOUND POLO,16,Girls,2019,PUGET SOUND POLO,A,0.0,PUGET SOUND,64,Pacific Northwest & Hawaii Zone,"8805 40th St W, University Place, WA 98466",WA
5708,72,CALIFORNIA REPUBLIC SC,18,Girls,2019,CALIFORNIA REPUBLIC SC,A,0.0,CALIFORNIA REPUBLIC SC,26152,Central California Zone,"4700 College Oak Dr, Sacramento, CA 95841",CA
5709,73,MAYFIELD 650 WATER POLO CLUB,14,Girls,2019,MAYFIELD 650 WATER POLO CLUB,A,0.0,MAYFIELD 650,33559,Pacific Zone,"50 Valparaiso, Atherton, CA 94027",CA
5710,73,DUKE CITY AQUATICS,16,Girls,2019,DUKE CITY AQUATICS,A,0.0,DUKE CITY,238,Mountain Zone,"6705 Fortuna Rd Sw, Albuquerque, NM 87105",NM
5711,73,SOUTH BAY UNITED WATER POLO,18,Girls,2019,SOUTH BAY UNITED WATER POLO,A,0.0,SOUTH BAY UNITED,1280,Coastal California Zone,"1401 Artesia Blvd, Manhattan Beach, CA 90266",CA
5712,74,DIABLO ALLIANCE,14,Girls,2019,DIABLO ALLIANCE WHITE (C),C,0.0,DIABLO ALLIANCE,1299,Pacific Zone,"1200 Pleasant Hill Road, Lafayette, CA 94549",CA
5713,74,DIABLO ALLIANCE,16,Girls,2019,DIABLO ALLIANCE BLACK (B),B,0.0,DIABLO ALLIANCE,1299,Pacific Zone,"1200 Pleasant Hill Road, Lafayette, CA 94549",CA
5714,74,HUNTINGTON BEACH,18,Girls,2019,HUNTINGTON BEACH BLUE (B),B,0.0,HUNTINGTON BEACH,168,Southern Pacific Zone,"1905 Main Street, Huntington Beach, CA 92648",CA
5715,75,MONTEREY BAY UNITED WATER POLO,14,Girls,2019,MONTEREY BAY UNITED WATER POLO,A,0.0,MONTEREY BAY UNITED,34089,Pacific Zone,"1500 Mark Thomas Drive, Monterey, CA 93940",CA
5716,75,ALLIANCE,16,Girls,2019,ALLIANCE,A,0.0,CAPISTRANO VALLEY ALLIANCE,1854,Southern Pacific Zone,"26301 Via Escolar, Mission Viejo, CA 92692",CA
5717,75,EAST SIDE WATER POLO,18,Girls,2019,EAST SIDE WATER POLO,A,0.0,EAST SIDE,31593,Midwest Zone,"1600 Dodge Ave, Evanston, IL 60204",IL
5718,76,PACIFIC POLO,14,Girls,2019,PACIFIC POLO B,B,0.0,PACIFIC,1285,Pacific Southwest Zone,"13500 Camino Del Sur, San Diego, CA 92129",CA
5719,76,DYNAMO WATER POLO,16,Girls,2019,DYNAMO WATER POLO,A,0.0,DYNAMO,971,Southeast Zone,"3119 Shallowford Rd, Chamblee, GA 30341",GA
5720,76,PASO ROBLES AQUATICS,18,Girls,2019,PASO ROBLES AQUATICS,A,0.0,PASO ROBLES,30387,Central California Zone,"500 South River Rd, Paso Robles, CA 93446",CA
5721,77,COAST AQUATICS,14,Girls,2019,GOLD COAST AQUATICS,A,0.0,GOLD COAST,10,Coastal California Zone,"Kimball Rd, Ventura, CA 93004",CA
5722,77,SHAQ,16,Girls,2019,SHAQ BLUE (B),B,0.0,SLEEPY HOLLOW,18329,Pacific Zone,"1327 Sir Francis Drake Blvd, San Anselmo, CA 94960",CA
5723,77,RIVERSIDE WATER POLO,18,Girls,2019,RIVERSIDE WATER POLO B,B,0.0,RIVERSIDE,241,Southern Pacific Zone,"4800 Magnolia Ave, Riverside, CA 92506",CA
5724,78,THUNDER WATER POLO,14,Girls,2019,THUNDER WATER POLO - SILVER,A,0.0,NORTH TEXAS THUNDER,21327,Southwest Zone,"1501 W Southlake Blvd, Southlake, TX 76092",TX
5725,78,OHANA WATER POLO ACADEMY,16,Girls,2019,OHANA WATER POLO ACADEMY,A,0.0,OHANA,33664,Southern Pacific Zone,"Lexington Dr, Los Alamitos, CA 90720",CA
5726,78,BEND WAVES WATER POLO,18,Girls,2019,BEND WAVES WATER POLO,A,0.0,BEND WAVES,20224,Pacific Northwest & Hawaii Zone,"800 Ne 6th Street, Bend, OR 97701",OR
5727,79,LAMORINDA BRENTWOOD,14,Girls,2019,LAMORINDA BRENTWOOD,A,0.0,LAMORINDA BRENTWOOD,0,Central California Zone,"101 American Ave, Brentwood, CA 94513",CA
5728,79,RANCHO TSUNAMI,16,Girls,2019,RANCHO TSUNAMI,A,0.0,RANCHO TSUNAMI,31438,Southern Pacific Zone,"8880 Baseline Road, Alta Loma, CA 91701",CA
5729,79,ALAMEDA WATER POLO,18,Girls,2019,ALAMEDA WATER POLO,A,0.0,ALAMEDA,16763,Pacific Zone,"2256 Alameda Avenue, Alameda, CA 94501",CA
5730,80,PACIFIC,14,Girls,2019,PACIFIC B,B,0.0,PACIFIC,1285,Pacific Southwest Zone,"13500 Camino Del Sur, San Diego, CA 92129",CA
5731,80,EXETER WATER POLO,16,Girls,2019,EXETER WATER POLO,A,0.0,EXETER,30557,Central California Zone," Rocky Hill Dr, Exeter, CA 93221",CA
5732,80,SOUTHERN WATER POLO CLUB,18,Girls,2019,SOUTHERN WATER POLO CLUB,A,0.0,SOUTHERN,31396,Pacific Southwest Zone,"2902 Marcy Ave, San Diego, CA 92113",CA
5733,81,SOUTH VALLEY,14,Girls,2019,SOUTH VALLEY,A,0.0,SOUTH VALLEY,17247,Central California Zone,"5100 W Akers, Visalia, CA 93277",CA
5734,81,SOUTH COUNTYHERRIMAN POLO,16,Girls,2019,SOUTH COUNTY-HERRIMAN POLO,A,0.0,SOUTH COUNTY-HERRIMAN,22771,Mountain Zone,"5350 W 12600 South, Herriman, UT 84096",UT
5735,81,WOLVERINE WATER POLO,18,Girls,2019,WOLVERINE WATER POLO,A,0.0,WOLVERINE,560,Midwest Zone,"2552 N Maple Rd, Ann Arbor, MI 48103",MI
5736,82,ARROYO GRANDE WATER POLO,16,Girls,2019,ARROYO GRANDE WATER POLO B,B,0.0,ARROYO GRANDE,21063,Central California Zone,"495 Valley Rd, Arroyo Grande, CA 93420",CA
5737,82,CHICAGO PARK DISTRICT,18,Girls,2019,CHICAGO PARK DISTRICT,A,0.0,CHICAGO PARK DISTRICT,15818,Midwest Zone,"210 S Loomis, Chicago, IL 60606",IL
5738,83,MODESTOSTANISLAUS WATER POLO,16,Girls,2019,MODESTO/STANISLAUS WATER POLO RED (A),A,0.0,MODESTO/STANISLAUS,176,Central California Zone,"641 Norsemen Dr, Modesto, CA 95357",CA
5739,83,SOUTHSIDE WATER POLO CLUB HONEY BADGERS,18,Girls,2019,SOUTHSIDE WATER POLO CLUB HONEY BADGERS,A,0.0,SOUTHSIDE HONEY BADGERS,31547,Southwest Zone,"4141 Bailey Road, Pearland, TX 77584",TX
